iShares Russell 2000 ETF
Fund Holdings as of,"Apr 23, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"276,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"YOU","CLEAR SECURE INC CLASS A","Information Technology","Equity","109,614,256.25","0.14","109,614,256.25","2,039,335.00","53.75","United States","NYSE","USD","1.00","USD","-"
"ASB","ASSOCIATED BANCORP","Financials","Equity","109,566,147.45","0.14","109,566,147.45","3,925,695.00","27.91","United States","NYSE","USD","1.00","USD","-"
"CSW","CSW INDUSTRIALS INC","Industrials","Equity","109,333,892.20","0.14","109,333,892.20","369,746.00","295.70","United States","NYSE","USD","1.00","USD","-"
"MTH","MERITAGE CORP","Consumer Discretionary","Equity","108,878,686.50","0.14","108,878,686.50","1,557,635.00","69.90","United States","NYSE","USD","1.00","USD","-"
"MIR","MIRION TECHNOLOGIES INC CLASS A","Information Technology","Equity","108,016,327.28","0.14","108,016,327.28","5,544,986.00","19.48","United States","NYSE","USD","1.00","USD","-"
"ACLX","ARCELLX INC","Health Care","Equity","107,795,062.05","0.14","107,795,062.05","936,941.00","115.05","United States","NASDAQ","USD","1.00","USD","-"
"DIOD","DIODES INC","Information Technology","Equity","106,908,430.00","0.14","106,908,430.00","1,064,825.00","100.40","United States","NASDAQ","USD","1.00","USD","-"
"BCO","BRINKS","Industrials","Equity","106,860,940.80","0.14","106,860,940.80","963,840.00","110.87","United States","NYSE","USD","1.00","USD","-"
"HCC","WARRIOR MET COAL INC","Materials","Equity","106,800,038.52","0.14","106,800,038.52","1,205,146.00","88.62","United States","NYSE","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES INC","Financials","Equity","106,674,970.40","0.14","106,674,970.40","1,029,880.00","103.58","United States","NASDAQ","USD","1.00","USD","-"
"RUSHA","RUSH ENTERPRISES INC CLASS A","Industrials","Equity","105,382,542.72","0.14","105,382,542.72","1,412,256.00","74.62","United States","NASDAQ","USD","1.00","USD","-"
"OPCH","OPTION CARE HEALTH INC","Health Care","Equity","105,290,253.18","0.14","105,290,253.18","3,689,217.00","28.54","United States","NASDAQ","USD","1.00","USD","-"
"SKY","CHAMPION HOMES INC","Consumer Discretionary","Equity","104,920,968.75","0.14","104,920,968.75","1,291,335.00","81.25","United States","NYSE","USD","1.00","USD","-"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Communication","Equity","104,527,584.00","0.14","104,527,584.00","2,304,400.00","45.36","United States","NYSE","USD","1.00","USD","-"
"OSIS","OSI SYSTEMS INC","Information Technology","Equity","104,284,661.10","0.14","104,284,661.10","364,186.00","286.35","United States","NASDAQ","USD","1.00","USD","-"
"RYTM","RHYTHM PHARMACEUTICALS INC","Health Care","Equity","104,158,573.75","0.14","104,158,573.75","1,222,375.00","85.21","United States","NASDAQ","USD","1.00","USD","-"
"MARA","MARA HOLDINGS INC","Information Technology","Equity","103,792,540.40","0.14","103,792,540.40","8,795,978.00","11.80","United States","NASDAQ","USD","1.00","USD","-"
"EBC","EASTERN BANKSHARES INC","Financials","Equity","103,280,545.69","0.14","103,280,545.69","5,035,619.00","20.51","United States","NASDAQ","USD","1.00","USD","-"
"CNR","CORE NATURAL RESOURCES INC","Energy","Equity","102,947,096.52","0.14","102,947,096.52","1,178,154.00","87.38","United States","NYSE","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP INC","Utilities","Equity","102,699,097.60","0.14","102,699,097.60","1,433,344.00","71.65","United States","NASDAQ","USD","1.00","USD","-"
"OUT","OUTFRONT MEDIA INC","Real Estate","Equity","102,502,243.46","0.14","102,502,243.46","3,432,761.00","29.86","United States","NYSE","USD","1.00","USD","-"
"LGND","LIGAND PHARMACEUTICALS INC","Health Care","Equity","102,441,292.80","0.14","102,441,292.80","448,360.00","228.48","United States","NASDAQ","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE INC","Information Technology","Equity","102,377,906.82","0.14","102,377,906.82","2,425,442.00","42.21","United States","NASDAQ","USD","1.00","USD","-"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","102,359,620.46","0.14","102,359,620.46","1,680,506.00","60.91","United States","NASDAQ","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL CORP","Financials","Equity","101,977,915.20","0.13","101,977,915.20","4,618,565.00","22.08","United States","NASDAQ","USD","1.00","USD","-"
"AIR","AAR CORP","Industrials","Equity","101,800,358.64","0.13","101,800,358.64","908,283.00","112.08","United States","NYSE","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS INC SERIES","Industrials","Equity","101,159,196.77","0.13","101,159,196.77","3,601,253.00","28.09","United States","NYSE","USD","1.00","USD","-"
"AZZ","AZZ INC","Industrials","Equity","100,793,231.74","0.13","100,793,231.74","687,586.00","146.59","United States","NYSE","USD","1.00","USD","-"
"ACLS","AXCELIS TECHNOLOGIES INC","Information Technology","Equity","100,764,514.62","0.13","100,764,514.62","720,467.00","139.86","United States","NASDAQ","USD","1.00","USD","-"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","Financials","Equity","100,735,335.40","0.13","100,735,335.40","7,019,884.00","14.35","United States","NYSE","USD","1.00","USD","-"
"DAN","DANA INCORPORATED INC","Consumer Discretionary","Equity","100,687,166.64","0.13","100,687,166.64","2,623,428.00","38.38","United States","NYSE","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Financials","Equity","100,524,314.45","0.13","100,524,314.45","3,101,645.00","32.41","United States","NASDAQ","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","99,991,164.06","0.13","99,991,164.06","1,181,091.00","84.66","United States","NASDAQ","USD","1.00","USD","-"
"FOLD","AMICUS THERAPEUTICS INC","Health Care","Equity","99,536,595.72","0.13","99,536,595.72","6,883,582.00","14.46","United States","NASDAQ","USD","1.00","USD","-"
"PRM","PERIMETER SOLUTIONS INC","Materials","Equity","99,482,598.60","0.13","99,482,598.60","3,218,460.00","30.91","United States","NYSE","USD","1.00","USD","-"
"MRCY","MERCURY SYSTEMS INC","Industrials","Equity","99,197,445.36","0.13","99,197,445.36","1,257,096.00","78.91","United States","NASDAQ","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","99,043,032.27","0.13","99,043,032.27","2,941,581.00","33.67","United States","NYSE","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","98,907,148.68","0.13","98,907,148.68","1,470,957.00","67.24","United States","NYSE","USD","1.00","USD","-"
"ERAS","ERASCA INC","Health Care","Equity","98,499,559.41","0.13","98,499,559.41","4,383,603.00","22.47","United States","NASDAQ","USD","1.00","USD","-"
"USAR","USA RARE EARTH INC CLASS A","Materials","Equity","98,162,101.38","0.13","98,162,101.38","4,251,282.00","23.09","United States","NASDAQ","USD","1.00","USD","-"
"CNO","CNO FINANCIAL GROUP INC","Financials","Equity","98,066,062.50","0.13","98,066,062.50","2,241,510.00","43.75","United States","NYSE","USD","1.00","USD","-"
"SKT","TANGER INC","Real Estate","Equity","97,610,854.84","0.13","97,610,854.84","2,639,558.00","36.98","United States","NYSE","USD","1.00","USD","-"
"TDW","TIDEWATER INC","Energy","Equity","97,499,775.00","0.13","97,499,775.00","1,138,750.00","85.62","United States","NYSE","USD","1.00","USD","-"
"PLUG","PLUG POWER INC","Industrials","Equity","97,291,899.66","0.13","97,291,899.66","30,594,937.00","3.18","United States","NASDAQ","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES CORP","Materials","Equity","96,867,829.85","0.13","96,867,829.85","976,195.00","99.23","United States","NYSE","USD","1.00","USD","-"
"KTB","KONTOOR BRANDS INC","Consumer Discretionary","Equity","96,554,556.54","0.13","96,554,556.54","1,274,143.00","75.78","United States","NYSE","USD","1.00","USD","-"
"VISN","VISTANCE NETWORKS INC","Information Technology","Equity","96,465,217.32","0.13","96,465,217.32","5,055,829.00","19.08","United States","NASDAQ","USD","1.00","USD","-"
"CSTM","CONSTELLIUM SE CLASS A","Materials","Equity","96,371,005.36","0.13","96,371,005.36","3,182,662.00","30.28","United States","NYSE","USD","1.00","USD","-"
"INDV","INDIVIOR PHARMACEUTICALS INC","Health Care","Equity","96,188,405.76","0.13","96,188,405.76","2,900,736.00","33.16","United States","NASDAQ","USD","1.00","USD","-"
"PSMT","PRICESMART INC","Consumer Staples","Equity","96,180,407.55","0.13","96,180,407.55","593,157.00","162.15","United States","NASDAQ","USD","1.00","USD","-"
"CVCO","CAVCO INDUSTRIES INC","Consumer Discretionary","Equity","96,115,838.26","0.13","96,115,838.26","179,686.00","534.91","United States","NASDAQ","USD","1.00","USD","-"
"SRRK","SCHOLAR ROCK HOLDING CORP","Health Care","Equity","95,666,597.36","0.13","95,666,597.36","2,014,882.00","47.48","United States","NASDAQ","USD","1.00","USD","-"
"BGC","BGC GROUP INC CLASS A","Financials","Equity","95,604,013.26","0.13","95,604,013.26","8,430,689.00","11.34","United States","NASDAQ","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","95,472,511.92","0.13","95,472,511.92","1,194,601.00","79.92","United States","NYSE","USD","1.00","USD","-"
"CGON","CG ONCOLOGY INC","Health Care","Equity","95,436,192.80","0.13","95,436,192.80","1,365,520.00","69.89","United States","NASDAQ","USD","1.00","USD","-"
"LRN","STRIDE INC","Consumer Discretionary","Equity","95,260,479.68","0.13","95,260,479.68","968,488.00","98.36","United States","NYSE","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","94,958,334.90","0.13","94,958,334.90","3,494,970.00","27.17","United States","NYSE","USD","1.00","USD","-"
"LMND","LEMONADE INC","Financials","Equity","94,488,000.84","0.12","94,488,000.84","1,428,606.00","66.14","United States","NYSE","USD","1.00","USD","-"
"GSAT","GLOBALSTAR VOTING INC","Communication","Equity","94,271,850.42","0.12","94,271,850.42","1,159,698.00","81.29","United States","NASDAQ","USD","1.00","USD","-"
"ENVA","ENOVA INTERNATIONAL INC","Financials","Equity","94,035,554.48","0.12","94,035,554.48","555,044.00","169.42","United States","NYSE","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","93,997,614.24","0.12","93,997,614.24","1,201,401.00","78.24","United States","NASDAQ","USD","1.00","USD","-"
"ALHC","ALIGNMENT HEALTHCARE INC","Health Care","Equity","93,765,640.93","0.12","93,765,640.93","4,501,471.00","20.83","United States","NASDAQ","USD","1.00","USD","-"
"ANF","ABERCROMBIE AND FITCH CLASS A","Consumer Discretionary","Equity","93,701,672.22","0.12","93,701,672.22","1,050,114.00","89.23","United States","NYSE","USD","1.00","USD","-"
"ITRI","ITRON INC","Information Technology","Equity","93,151,481.76","0.12","93,151,481.76","1,051,846.00","88.56","United States","NASDAQ","USD","1.00","USD","-"
"POWI","POWER INTEGRATIONS INC","Information Technology","Equity","92,735,945.01","0.12","92,735,945.01","1,276,827.00","72.63","United States","NASDAQ","USD","1.00","USD","-"
"CBT","CABOT CORP","Materials","Equity","92,693,189.19","0.12","92,693,189.19","1,215,011.00","76.29","United States","NYSE","USD","1.00","USD","-"
"MMSI","MERIT MEDICAL SYSTEMS INC","Health Care","Equity","92,599,143.45","0.12","92,599,143.45","1,349,645.00","68.61","United States","NASDAQ","USD","1.00","USD","-"
"GPI","GROUP AUTOMOTIVE INC","Consumer Discretionary","Equity","92,572,041.66","0.12","92,572,041.66","272,447.00","339.78","United States","NYSE","USD","1.00","USD","-"
"LGN","LEGENCE CORP CLASS A","Industrials","Equity","92,483,370.72","0.12","92,483,370.72","1,140,081.00","81.12","United States","NASDAQ","USD","1.00","USD","-"
"STEP","STEPSTONE GROUP INC CLASS A","Financials","Equity","92,472,813.16","0.12","92,472,813.16","1,683,773.00","54.92","United States","NASDAQ","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS INC","Information Technology","Equity","92,256,084.30","0.12","92,256,084.30","1,023,362.00","90.15","United States","NASDAQ","USD","1.00","USD","-"
"FBP","FIRST BANCORP","Financials","Equity","92,099,949.84","0.12","92,099,949.84","3,785,448.00","24.33","United States","NYSE","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION INC","Consumer Discretionary","Equity","92,049,156.25","0.12","92,049,156.25","2,945,573.00","31.25","United States","NASDAQ","USD","1.00","USD","-"
"CELC","CELCUITY INC","Health Care","Equity","91,993,025.48","0.12","91,993,025.48","810,083.00","113.56","United States","NASDAQ","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","91,883,933.46","0.12","91,883,933.46","1,271,398.00","72.27","United States","NASDAQ","USD","1.00","USD","-"
"HRI","HERC HOLDINGS INC","Industrials","Equity","91,862,141.36","0.12","91,862,141.36","756,316.00","121.46","United States","NYSE","USD","1.00","USD","-"
"TPH","TRI POINTE HOMES INC","Consumer Discretionary","Equity","91,852,305.21","0.12","91,852,305.21","1,958,889.00","46.89","United States","NYSE","USD","1.00","USD","-"
"ABG","ASBURY AUTOMOTIVE GROUP INC","Consumer Discretionary","Equity","91,173,981.34","0.12","91,173,981.34","451,334.00","202.01","United States","NYSE","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC INC","Industrials","Equity","90,994,904.91","0.12","90,994,904.91","895,531.00","101.61","United States","NASDAQ","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","90,040,637.16","0.12","90,040,637.16","2,252,142.00","39.98","United States","NYSE","USD","1.00","USD","-"
"WSFS","WSFS FINANCIAL CORP","Financials","Equity","89,805,468.80","0.12","89,805,468.80","1,280,192.00","70.15","United States","NASDAQ","USD","1.00","USD","-"
"PTEN","PATTERSON UTI ENERGY INC","Energy","Equity","89,558,526.10","0.12","89,558,526.10","8,039,365.00","11.14","United States","NASDAQ","USD","1.00","USD","-"
"IRTC","IRHYTHM HOLDINGS INC","Health Care","Equity","89,539,704.70","0.12","89,539,704.70","737,195.00","121.46","United States","NASDAQ","USD","1.00","USD","-"
"MIRM","MIRUM PHARMACEUTICALS INC","Health Care","Equity","89,458,430.85","0.12","89,458,430.85","972,903.00","91.95","United States","NASDAQ","USD","1.00","USD","-"
"TPC","TUTOR PERINI CORP","Industrials","Equity","89,281,779.04","0.12","89,281,779.04","1,032,398.00","86.48","United States","NYSE","USD","1.00","USD","-"
"RDNT","RADNET INC","Health Care","Equity","89,159,509.68","0.12","89,159,509.68","1,579,722.00","56.44","United States","NASDAQ","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY INC","Real Estate","Equity","89,067,173.00","0.12","89,067,173.00","5,619,380.00","15.85","United States","NYSE","USD","1.00","USD","-"
"KAI","KADANT INC","Industrials","Equity","88,921,202.40","0.12","88,921,202.40","272,280.00","326.58","United States","NYSE","USD","1.00","USD","-"
"UNF","UNIFIRST CORP","Industrials","Equity","88,659,997.76","0.12","88,659,997.76","338,552.00","261.88","United States","NYSE","USD","1.00","USD","-"
"BNL","BROADSTONE NET LEASE INC","Real Estate","Equity","88,176,177.32","0.12","88,176,177.32","4,395,622.00","20.06","United States","NYSE","USD","1.00","USD","-"
"APGE","APOGEE THERAPEUTICS INC","Health Care","Equity","88,098,852.15","0.12","88,098,852.15","997,835.00","88.29","United States","NASDAQ","USD","1.00","USD","-"
"TMDX","TRANSMEDICS GROUP INC","Health Care","Equity","87,911,640.56","0.12","87,911,640.56","776,536.00","113.21","United States","NASDAQ","USD","1.00","USD","-"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","Equity","87,758,490.63","0.12","87,758,490.63","899,257.00","97.59","United States","NYSE","USD","1.00","USD","-"
"MTRN","MATERION CORP","Materials","Equity","87,727,455.75","0.12","87,727,455.75","478,731.00","183.25","United States","NYSE","USD","1.00","USD","-"
"WHD","CACTUS INC CLASS A","Energy","Equity","87,697,940.61","0.12","87,697,940.61","1,583,853.00","55.37","United States","NYSE","USD","1.00","USD","-"
"OII","OCEANEERING INTERNATIONAL INC","Energy","Equity","87,507,534.24","0.12","87,507,534.24","2,302,224.00","38.01","United States","NYSE","USD","1.00","USD","-"
"ASO","ACADEMY SPORTS AND OUTDOORS INC","Consumer Discretionary","Equity","87,322,308.29","0.12","87,322,308.29","1,538,177.00","56.77","United States","NASDAQ","USD","1.00","USD","-"
"SKYW","SKYWEST INC","Industrials","Equity","87,218,974.67","0.12","87,218,974.67","940,417.00","92.75","United States","NASDAQ","USD","1.00","USD","-"
"CVSA","COVISTA INC","Consumer Discretionary","Equity","87,219,395.56","0.12","87,219,395.56","790,532.00","110.33","United States","NYSE","USD","1.00","USD","-"
"CRNX","CRINETICS PHARMACEUTICALS INC","Health Care","Equity","87,004,834.29","0.12","87,004,834.29","2,259,279.00","38.51","United States","NASDAQ","USD","1.00","USD","-"
"NVTS","NAVITAS SEMICONDUCTOR CORP","Information Technology","Equity","86,918,480.58","0.11","86,918,480.58","4,695,758.00","18.51","United States","NASDAQ","USD","1.00","USD","-"
"CATY","CATHAY GENERAL BANCORP","Financials","Equity","86,508,240.00","0.11","86,508,240.00","1,565,760.00","55.25","United States","NASDAQ","USD","1.00","USD","-"
"HP","HELMERICH & PAYNE INC","Energy","Equity","85,895,779.24","0.11","85,895,779.24","2,285,678.00","37.58","United States","NYSE","USD","1.00","USD","-"
"LEU","CENTRUS ENERGY CORP CLASS A","Energy","Equity","85,601,067.20","0.11","85,601,067.20","389,840.00","219.58","United States","NYSE","USD","1.00","USD","-"
"CDP","COPT DEFENSE PROPERTIES","Real Estate","Equity","84,940,077.60","0.11","84,940,077.60","2,661,030.00","31.92","United States","NYSE","USD","1.00","USD","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","84,856,502.10","0.11","84,856,502.10","5,832,062.00","14.55","Brazil","NASDAQ","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT INC","Real Estate","Equity","84,805,593.88","0.11","84,805,593.88","1,092,574.00","77.62","United States","NYSE","USD","1.00","USD","-"
"GNW","GENWORTH FINANCIAL INC","Financials","Equity","84,659,042.88","0.11","84,659,042.88","9,533,676.00","8.88","United States","NYSE","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","84,330,379.73","0.11","84,330,379.73","3,486,167.00","24.19","United States","NYSE","USD","1.00","USD","-"
"BMI","BADGER METER INC","Information Technology","Equity","84,300,264.00","0.11","84,300,264.00","685,368.00","123.00","United States","NYSE","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","84,279,664.00","0.11","84,279,664.00","74,452.00","1,132.00","United States","NYSE","USD","1.00","USD","-"
"BKU","BANKUNITED INC","Financials","Equity","84,237,824.89","0.11","84,237,824.89","1,799,569.00","46.81","United States","NYSE","USD","1.00","USD","-"
"GTX","GARRETT MOTION INC","Consumer Discretionary","Equity","84,156,755.02","0.11","84,156,755.02","4,097,213.00","20.54","United States","NASDAQ","USD","1.00","USD","-"
"VSCO","VICTORIA S SECRET","Consumer Discretionary","Equity","83,702,146.72","0.11","83,702,146.72","1,604,104.00","52.18","United States","NYSE","USD","1.00","USD","-"
"ZETA","ZETA GLOBAL HOLDINGS CORP CLASS A","Information Technology","Equity","83,094,348.58","0.11","83,094,348.58","4,862,162.00","17.09","United States","NYSE","USD","1.00","USD","-"
"MMS","MAXIMUS INC","Industrials","Equity","82,913,408.40","0.11","82,913,408.40","1,264,888.00","65.55","United States","NYSE","USD","1.00","USD","-"
"PJT","PJT PARTNERS INC CLASS A","Financials","Equity","82,756,915.89","0.11","82,756,915.89","536,999.00","154.11","United States","NYSE","USD","1.00","USD","-"
